date,state,district,new_enrolments,update_requests,address_updates,mobile_updates,biometric_updates,active_centres,operators,service_hours,failures
2025-12-11,Telangana,Hyderabad,105,198,64,67,67,7,21,6,1
2025-12-12,Telangana,Hyderabad,98,178,45,88,45,10,20,9,2
2025-12-13,Telangana,Hyderabad,111,182,47,84,51,7,21,8,1
2025-12-14,Telangana,Hyderabad,106,216,80,79,57,7,21,8,7
2025-12-15,Telangana,Hyderabad,96,173,61,56,56,8,32,6,0
2025-12-16,Telangana,Hyderabad,104,189,64,67,58,10,20,8,3
2025-12-17,Telangana,Hyderabad,105,208,72,91,45,14,56,9,0
2025-12-18,Telangana,Hyderabad,101,213,63,74,76,10,40,7,0
2025-12-19,Telangana,Hyderabad,109,180,55,57,68,7,14,9,8
2025-12-20,Telangana,Hyderabad,110,211,61,104,46,14,42,9,0
2025-12-21,Telangana,Hyderabad,103,222,71,77,74,9,36,7,0
2025-12-22,Telangana,Hyderabad,94,188,52,88,48,12,24,7,0
2025-12-23,Telangana,Hyderabad,94,213,56,90,67,13,26,8,0
2025-12-24,Telangana,Hyderabad,90,191,68,60,63,6,12,8,8
2025-12-25,Telangana,Hyderabad,90,218,60,96,62,13,26,7,1
2025-12-26,Telangana,Hyderabad,98,224,86,77,61,8,16,6,10
2025-12-27,Telangana,Hyderabad,105,227,86,92,49,6,12,8,7
2025-12-28,Telangana,Hyderabad,105,196,78,69,49,5,20,7,5
2025-12-29,Telangana,Hyderabad,100,184,69,76,39,11,22,7,1
2025-12-30,Telangana,Hyderabad,117,210,79,103,28,8,32,9,0
2024-01-01,Telangana,Warangal,171,359,119,139,101,9,18,7,21
2024-01-02,Telangana,Warangal,164,345,137,111,97,6,12,7,28
2024-01-03,Telangana,Warangal,178,376,104,168,104,11,44,8,1
2024-01-04,Telangana,Warangal,179,356,96,114,146,12,24,9,15
2024-01-05,Telangana,Warangal,177,333,105,109,119,5,20,9,23
2024-01-06,Telangana,Warangal,182,373,140,156,77,12,36,7,8
2024-01-07,Telangana,Warangal,168,354,124,136,94,11,33,6,6
2024-01-08,Telangana,Warangal,184,336,123,108,105,14,28,8,15
2024-01-09,Telangana,Warangal,170,355,90,124,141,13,26,6,12
2024-01-10,Telangana,Warangal,178,364,110,175,79,11,33,6,8
2024-01-11,Telangana,Warangal,187,386,130,184,72,13,52,7,0
2024-01-12,Telangana,Warangal,166,353,134,137,82,13,52,7,0
2024-01-13,Telangana,Warangal,180,356,97,132,127,6,24,7,15
2024-01-14,Telangana,Warangal,181,348,117,172,59,8,32,7,5
2024-01-15,Telangana,Warangal,170,362,91,160,111,14,28,6,15
2024-01-16,Telangana,Warangal,170,347,92,109,146,5,20,7,10
2024-01-17,Telangana,Warangal,180,368,144,140,84,7,14,6,26
2024-01-18,Telangana,Warangal,168,366,144,112,110,15,60,8,0
2024-01-19,Telangana,Warangal,186,346,101,141,104,8,24,9,17
2024-01-20,Telangana,Warangal,186,362,133,164,65,14,56,6,0
2024-01-21,Telangana,Warangal,186,353,90,120,143,6,18,8,11
2024-01-22,Telangana,Warangal,191,360,138,125,97,6,12,6,24
2024-01-23,Telangana,Warangal,180,350,89,135,126,9,36,7,7
2024-01-24,Telangana,Warangal,188,360,114,140,106,11,33,8,4
2024-01-25,Telangana,Warangal,184,387,106,154,127,14,28,8,15
2024-01-26,Telangana,Warangal,185,379,138,166,75,10,30,9,18
2024-01-27,Telangana,Warangal,187,389,148,162,79,7,28,9,17
2024-01-28,Telangana,Warangal,193,391,120,129,142,11,33,9,10
2024-01-29,Telangana,Warangal,182,394,152,137,105,14,28,6,23
2024-01-30,Telangana,Warangal,184,393,138,147,108,12,36,8,9
2024-01-31,Telangana,Warangal,184,362,107,143,112,5,20,9,21
2024-02-01,Telangana,Warangal,183,373,94,117,162,13,52,6,0
2024-02-02,Telangana,Warangal,195,371,127,175,69,12,48,7,0
2024-02-03,Telangana,Warangal,176,391,101,142,148,14,28,7,12
2024-02-04,Telangana,Warangal,194,366,134,113,119,6,12,8,31
2024-02-05,Telangana,Warangal,183,395,153,192,50,10,20,7,20
2024-02-06,Telangana,Warangal,180,379,139,125,115,9,18,9,32
2024-02-07,Telangana,Warangal,180,407,115,157,135,13,26,7,24
2024-02-08,Telangana,Warangal,202,389,144,126,119,13,39,6,5
2024-02-09,Telangana,Warangal,201,377,141,126,110,14,28,8,18
2024-02-10,Telangana,Warangal,181,377,112,165,100,14,56,6,0
2024-02-11,Telangana,Warangal,183,384,147,172,65,13,39,9,4
2024-02-12,Telangana,Warangal,191,383,143,151,89,9,36,7,13
2024-02-13,Telangana,Warangal,202,388,109,177,102,15,45,6,3
2024-02-14,Telangana,Warangal,192,415,159,206,50,7,21,7,27
2024-02-15,Telangana,Warangal,183,394,152,170,72,9,27,7,17
2024-02-16,Telangana,Warangal,181,424,129,128,167,9,27,7,30
2024-02-17,Telangana,Warangal,189,401,125,141,135,9,18,7,22
2024-02-18,Telangana,Warangal,197,382,100,176,106,8,32,9,7
2024-02-19,Telangana,Warangal,184,396,145,165,86,9,27,8,22
2024-02-20,Telangana,Warangal,205,405,159,154,92,12,48,8,1
2024-02-21,Telangana,Warangal,198,423,150,160,113,9,27,6,20
2024-02-22,Telangana,Warangal,201,379,110,114,155,14,42,7,3
2024-02-23,Telangana,Warangal,206,403,141,129,133,11,22,6,33
2024-02-24,Telangana,Warangal,207,409,146,179,84,14,42,7,10
2024-02-25,Telangana,Warangal,187,388,99,157,132,5,10,6,25
2024-02-26,Telangana,Warangal,202,382,126,140,116,12,48,7,0
2024-02-27,Telangana,Warangal,189,409,108,128,173,6,24,7,18
2024-02-28,Telangana,Warangal,189,418,124,159,135,8,16,9,37
2024-02-29,Telangana,Warangal,207,423,149,165,109,10,20,6,33
2024-03-01,Telangana,Warangal,189,402,147,184,71,10,20,6,26
2024-03-02,Telangana,Warangal,192,404,111,173,120,6,18,7,27
2024-03-03,Telangana,Warangal,189,415,105,133,177,10,20,8,37
2024-03-04,Telangana,Warangal,205,420,159,136,125,5,10,6,41
2024-03-05,Telangana,Warangal,211,420,155,200,65,7,14,9,38
2024-03-06,Telangana,Warangal,201,397,145,163,89,9,27,8,16
2024-03-07,Telangana,Warangal,189,429,116,199,114,11,44,6,10
2024-03-08,Telangana,Warangal,207,398,141,154,103,6,18,6,17
2024-03-09,Telangana,Warangal,198,435,166,144,125,9,36,7,16
2024-03-10,Telangana,Warangal,213,407,124,144,139,7,14,7,34
2024-03-11,Telangana,Warangal,204,426,123,196,107,6,24,6,17
2024-03-12,Telangana,Warangal,204,438,111,206,121,7,21,6,32
2024-03-13,Telangana,Warangal,195,431,166,168,97,8,32,6,15
2024-03-14,Telangana,Warangal,212,396,135,142,119,10,40,6,9
2024-03-15,Telangana,Warangal,194,439,145,185,109,5,10,9,39
2024-03-16,Telangana,Warangal,194,409,136,149,124,8,32,8,18
2024-03-17,Telangana,Warangal,214,424,146,176,102,10,30,7,9
2024-03-18,Telangana,Warangal,195,396,108,143,145,13,52,6,0
2024-03-19,Telangana,Warangal,205,420,158,190,72,13,26,6,31
2024-03-20,Telangana,Warangal,208,426,158,158,110,12,36,9,17
2024-03-21,Telangana,Warangal,214,427,147,160,120,10,30,9,17
2024-03-22,Telangana,Warangal,200,422,160,172,90,15,60,8,0
2024-03-23,Telangana,Warangal,212,416,146,196,74,6,18,8,36
2024-03-24,Telangana,Warangal,199,400,151,166,83,10,20,8,17
2024-03-25,Telangana,Warangal,192,420,127,174,119,11,44,7,6
2024-03-26,Telangana,Warangal,207,404,133,140,131,15,45,8,6
2024-03-27,Telangana,Warangal,208,411,145,200,66,13,52,7,0
2024-03-28,Telangana,Warangal,192,402,119,153,130,14,42,7,3
2024-03-29,Telangana,Warangal,202,422,123,128,171,8,32,8,9
2024-03-30,Telangana,Warangal,200,417,116,154,147,11,33,6,8
2024-03-31,Telangana,Warangal,210,442,162,139,141,7,28,7,30
2024-04-01,Telangana,Warangal,194,395,108,155,132,9,36,7,8
2024-04-02,Telangana,Warangal,201,431,110,164,157,11,33,9,15
2024-04-03,Telangana,Warangal,201,421,147,190,84,14,56,8,0
2024-04-04,Telangana,Warangal,193,393,135,141,117,8,16,8,39
2024-04-05,Telangana,Warangal,200,410,103,137,170,6,18,9,22
2024-04-06,Telangana,Warangal,215,414,138,142,134,15,30,7,23
2024-04-07,Telangana,Warangal,198,437,112,215,110,5,20,6,16
2024-04-08,Telangana,Warangal,191,427,143,168,116,15,45,8,9
2024-04-09,Telangana,Warangal,191,412,163,148,101,11,44,6,6
2024-04-10,Telangana,Warangal,202,410,104,176,130,9,18,7,17
2024-04-11,Telangana,Warangal,204,406,159,161,86,12,48,6,2
2024-04-12,Telangana,Warangal,196,407,119,175,113,9,18,6,23
2024-04-13,Telangana,Warangal,196,417,166,187,64,6,12,8,35
2024-04-14,Telangana,Warangal,195,396,150,152,94,15,30,7,20
2024-04-15,Telangana,Warangal,195,441,124,152,165,8,24,7,27
2024-04-16,Telangana,Warangal,202,399,139,161,99,9,36,8,12
2024-04-17,Telangana,Warangal,207,407,130,159,118,9,18,9,26
2024-04-18,Telangana,Warangal,191,434,149,159,126,8,24,7,16
2024-04-19,Telangana,Warangal,199,401,143,170,88,12,48,8,1
2024-04-20,Telangana,Warangal,190,416,163,168,85,12,48,9,3
2024-04-21,Telangana,Warangal,198,436,122,201,113,13,39,6,10
2024-04-22,Telangana,Warangal,191,433,167,202,64,10,40,6,7
2024-04-23,Telangana,Warangal,211,437,144,212,81,15,60,6,0
2024-04-24,Telangana,Warangal,190,395,124,159,112,8,24,9,23
2024-04-25,Telangana,Warangal,196,418,136,165,117,12,48,9,2
2024-04-26,Telangana,Warangal,192,432,167,149,116,6,12,7,19
2024-04-27,Telangana,Warangal,191,427,163,176,88,13,26,9,14
2024-04-28,Telangana,Warangal,197,432,162,171,99,13,52,7,1
2024-04-29,Telangana,Warangal,196,402,105,183,114,15,45,6,6
2024-04-30,Telangana,Warangal,191,394,121,122,151,5,15,7,18
2024-05-01,Telangana,Warangal,195,386,101,155,130,7,28,7,22
2024-05-02,Telangana,Warangal,209,405,109,142,154,14,56,9,0
2024-05-03,Telangana,Warangal,188,423,108,166,149,11,33,6,19
2024-05-04,Telangana,Warangal,204,410,142,151,117,9,36,7,16
2024-05-05,Telangana,Warangal,205,404,109,140,155,11,33,9,14
2024-05-06,Telangana,Warangal,193,421,139,185,97,6,18,8,23
2024-05-07,Telangana,Warangal,208,385,137,125,123,13,26,9,21
2024-05-08,Telangana,Warangal,188,400,100,157,143,11,22,6,15
2024-05-09,Telangana,Warangal,185,408,122,193,93,8,16,7,32
2024-05-10,Telangana,Warangal,208,389,140,174,75,9,27,9,14
2024-05-11,Telangana,Warangal,196,403,157,200,46,11,33,9,9
2024-05-12,Telangana,Warangal,191,378,145,185,48,6,12,7,20
2024-05-13,Telangana,Warangal,196,384,149,179,56,10,40,8,6
2024-05-14,Telangana,Warangal,202,393,137,172,84,8,32,8,8
2024-05-15,Telangana,Warangal,205,396,117,156,123,6,18,9,14
2024-05-16,Telangana,Warangal,205,404,129,164,111,13,26,8,12
2024-05-17,Telangana,Warangal,187,388,111,172,105,12,48,9,0
2024-05-18,Telangana,Warangal,204,389,139,127,123,15,45,9,3
2024-05-19,Telangana,Warangal,198,374,118,124,132,6,12,8,15
2024-05-20,Telangana,Warangal,180,411,141,201,69,7,28,8,22
2024-05-21,Telangana,Warangal,186,392,125,134,133,15,30,7,7
2024-05-22,Telangana,Warangal,187,382,151,164,67,8,32,9,15
2024-05-23,Telangana,Warangal,192,401,100,182,119,10,40,7,6
2024-05-24,Telangana,Warangal,183,392,144,188,60,14,56,6,0
2024-05-25,Telangana,Warangal,183,377,121,152,104,7,28,6,18
2024-05-26,Telangana,Warangal,183,383,104,184,95,5,15,9,34
2024-05-27,Telangana,Warangal,200,364,122,156,86,15,60,8,0
2024-05-28,Telangana,Warangal,180,383,120,186,77,7,14,9,39
2024-05-29,Telangana,Warangal,200,374,141,115,118,6,12,6,34
2024-05-30,Telangana,Warangal,184,384,107,157,120,11,22,9,12
2024-05-31,Telangana,Warangal,198,402,118,153,131,12,48,6,1
2024-06-01,Telangana,Warangal,176,360,127,160,73,9,18,7,11
2024-06-02,Telangana,Warangal,186,360,142,113,105,12,36,9,8
2024-06-03,Telangana,Warangal,174,387,151,140,96,7,21,7,30
2024-06-04,Telangana,Warangal,178,403,158,122,123,11,22,8,28
2024-06-05,Telangana,Warangal,187,398,146,136,116,9,27,8,23
2024-06-06,Telangana,Warangal,179,384,116,135,133,13,52,8,0
2024-06-07,Telangana,Warangal,174,355,131,174,50,13,26,6,18
2024-06-08,Telangana,Warangal,184,353,97,168,88,14,56,9,0
2024-06-09,Telangana,Warangal,183,368,140,157,71,12,36,9,9
2024-06-10,Telangana,Warangal,194,364,140,109,115,15,60,9,0
2024-06-11,Telangana,Warangal,171,377,105,113,159,15,30,9,11
2024-06-12,Telangana,Warangal,169,369,140,182,47,12,24,6,16
2024-06-13,Telangana,Warangal,178,353,122,131,100,5,20,8,20
2024-06-14,Telangana,Warangal,182,381,119,176,86,11,33,8,7
2024-06-15,Telangana,Warangal,170,391,123,161,107,7,28,7,21
2024-06-16,Telangana,Warangal,170,376,107,133,136,9,27,8,15
2024-06-17,Telangana,Warangal,171,385,128,138,119,14,42,8,3
2024-06-18,Telangana,Warangal,175,354,123,163,68,6,12,7,27
2024-06-19,Telangana,Warangal,184,379,148,135,96,13,52,8,0
2024-06-20,Telangana,Warangal,173,349,109,128,112,14,56,7,0
2024-06-21,Telangana,Warangal,169,371,104,144,123,8,32,7,10
2024-06-22,Telangana,Warangal,187,365,123,174,68,11,33,9,6
2024-06-23,Telangana,Warangal,183,353,119,138,96,8,24,7,15
2024-06-24,Telangana,Warangal,186,379,141,172,66,9,18,9,12
2024-06-25,Telangana,Warangal,169,361,133,161,67,10,40,8,5
2024-06-26,Telangana,Warangal,172,378,101,167,110,9,27,7,13
2024-06-27,Telangana,Warangal,175,370,129,155,86,15,30,7,11
2024-06-28,Telangana,Warangal,168,353,105,148,100,12,48,7,0
2024-06-29,Telangana,Warangal,171,351,116,106,129,11,44,9,0
2024-06-30,Telangana,Warangal,179,328,131,116,81,8,16,9,11
2024-07-01,Telangana,Warangal,177,361,103,160,98,8,32,6,8
2024-07-02,Telangana,Warangal,177,341,101,129,111,10,30,6,6
2024-07-03,Telangana,Warangal,162,369,130,176,63,14,56,6,0
2024-07-04,Telangana,Warangal,165,332,91,102,139,7,28,9,13
2024-07-05,Telangana,Warangal,157,346,95,107,144,8,32,9,8
2024-07-06,Telangana,Warangal,175,364,112,133,119,9,18,6,17
2024-07-07,Telangana,Warangal,174,344,119,109,116,10,30,8,10
2024-07-08,Telangana,Warangal,163,359,125,156,78,5,15,9,22
2024-07-09,Telangana,Warangal,159,336,105,114,117,7,28,9,9
2024-07-10,Telangana,Warangal,171,356,132,145,79,6,24,9,16
2024-07-11,Telangana,Warangal,176,322,122,139,61,11,44,9,0
2024-07-12,Telangana,Warangal,156,333,93,154,86,11,22,6,11
2024-07-13,Telangana,Warangal,160,316,94,107,115,5,20,8,11
2024-07-14,Telangana,Warangal,163,349,103,107,139,6,24,9,12
2024-07-15,Telangana,Warangal,158,344,116,144,84,15,60,8,0
2024-07-16,Telangana,Warangal,165,319,87,143,89,5,15,8,10
2024-07-17,Telangana,Warangal,162,327,90,143,94,8,32,8,9
2024-07-18,Telangana,Warangal,148,317,79,98,140,9,18,6,18
2024-07-19,Telangana,Warangal,148,353,88,111,154,13,39,8,4
2024-07-20,Telangana,Warangal,158,312,92,150,70,6,24,9,16
2024-07-21,Telangana,Warangal,160,334,108,101,125,15,60,9,0
2024-07-22,Telangana,Warangal,169,332,127,153,52,12,24,8,10
2024-07-23,Telangana,Warangal,146,350,122,122,106,8,24,6,19
2024-07-24,Telangana,Warangal,167,334,100,148,86,9,18,6,14
2024-07-25,Telangana,Warangal,155,335,84,136,115,15,60,6,0
2024-07-26,Telangana,Warangal,169,310,104,105,101,7,21,8,13
2024-07-27,Telangana,Warangal,161,325,94,133,98,8,24,6,7
2024-07-28,Telangana,Warangal,147,311,96,150,65,5,10,7,30
2024-07-29,Telangana,Warangal,148,312,87,137,88,9,18,9,14
2024-07-30,Telangana,Warangal,158,297,84,132,81,5,20,6,12
2024-07-31,Telangana,Warangal,163,301,98,150,53,5,20,7,15
2024-08-01,Telangana,Warangal,145,332,108,100,124,14,56,7,0
2024-08-02,Telangana,Warangal,162,323,128,114,81,11,22,6,8
2024-08-03,Telangana,Warangal,152,331,127,99,105,12,36,6,4
2024-08-04,Telangana,Warangal,160,307,90,121,96,14,42,7,0
2024-08-05,Telangana,Warangal,160,305,76,152,77,12,36,8,1
2024-08-06,Telangana,Warangal,161,289,83,136,70,13,52,6,0
2024-08-07,Telangana,Warangal,148,319,87,130,102,11,33,8,4
2024-08-08,Telangana,Warangal,145,316,91,102,123,14,42,9,0
2024-08-09,Telangana,Warangal,140,330,104,143,83,14,42,8,0
2024-08-10,Telangana,Warangal,145,329,106,163,60,6,12,9,30
2024-08-11,Telangana,Warangal,152,315,98,140,77,11,44,8,0
2024-08-12,Telangana,Warangal,156,318,100,105,113,15,45,9,0
2024-08-13,Telangana,Warangal,142,288,88,95,105,11,33,6,2
2024-08-14,Telangana,Warangal,148,293,88,108,97,5,20,8,19
2024-08-15,Telangana,Warangal,157,309,88,100,121,14,56,6,0
2024-08-16,Telangana,Warangal,137,315,83,96,136,11,22,8,13
2024-08-17,Telangana,Warangal,144,316,80,96,140,10,40,9,0
2024-08-18,Telangana,Warangal,157,298,81,142,75,7,28,7,7
2024-08-19,Telangana,Warangal,158,322,123,136,63,9,36,9,3
2024-08-20,Telangana,Warangal,148,314,123,101,90,7,14,6,17
2024-08-21,Telangana,Warangal,157,281,92,105,84,5,15,8,20
2024-08-22,Telangana,Warangal,143,301,118,111,72,13,26,8,10
2024-08-23,Telangana,Warangal,140,291,100,95,96,15,60,7,0
2024-08-24,Telangana,Warangal,150,320,121,118,81,14,42,8,0
2024-08-25,Telangana,Warangal,148,283,89,136,58,12,36,8,0
2024-08-26,Telangana,Warangal,149,308,93,117,98,14,56,7,0
2024-08-27,Telangana,Warangal,139,278,84,110,84,14,28,6,4
2024-08-28,Telangana,Warangal,149,280,107,134,39,14,42,7,0
2024-08-29,Telangana,Warangal,134,293,83,145,65,7,14,6,23
2024-08-30,Telangana,Warangal,139,276,92,121,63,14,56,6,0
2024-08-31,Telangana,Warangal,145,302,88,138,76,13,52,6,0
2024-09-01,Telangana,Warangal,143,310,111,122,77,12,24,9,11
2024-09-02,Telangana,Warangal,135,286,94,118,74,9,27,9,6
2024-09-03,Telangana,Warangal,147,300,80,136,84,5,10,7,29
2024-09-04,Telangana,Warangal,149,301,86,92,123,13,26,6,10
2024-09-05,Telangana,Warangal,131,295,91,101,103,10,40,9,0
2024-09-06,Telangana,Warangal,141,306,100,125,81,13,52,7,0
2024-09-07,Telangana,Warangal,151,305,85,124,96,13,26,9,9
2024-09-08,Telangana,Warangal,128,309,100,125,84,12,48,9,0
2024-09-09,Telangana,Warangal,146,298,110,120,68,6,18,6,16
2024-09-10,Telangana,Warangal,150,264,102,125,37,14,56,6,0
2024-09-11,Telangana,Warangal,140,294,107,121,66,8,24,9,8
2024-09-12,Telangana,Warangal,130,268,73,130,65,10,20,8,10
2024-09-13,Telangana,Warangal,142,301,98,128,75,10,40,7,0
2024-09-14,Telangana,Warangal,137,269,95,127,47,6,24,7,7
2024-09-15,Telangana,Warangal,129,270,100,113,57,13,39,6,0
2024-09-16,Telangana,Warangal,142,308,123,125,60,5,10,9,18
2024-09-17,Telangana,Warangal,149,282,73,118,91,14,56,7,0
2024-09-18,Telangana,Warangal,135,289,112,131,46,7,14,9,19
2024-09-19,Telangana,Warangal,136,266,92,127,47,15,60,6,0
2024-09-20,Telangana,Warangal,142,307,115,142,50,8,16,6,13
2024-09-21,Telangana,Warangal,130,265,83,91,91,15,30,6,2
2024-09-22,Telangana,Warangal,148,290,103,113,74,10,20,7,11
2024-09-23,Telangana,Warangal,141,267,101,106,60,6,24,6,7
2024-09-24,Telangana,Warangal,128,259,99,107,53,14,56,8,0
2024-09-25,Telangana,Warangal,147,260,82,98,80,12,24,6,6
2024-09-26,Telangana,Warangal,141,275,78,118,79,14,28,7,4
2024-09-27,Telangana,Warangal,141,288,77,105,106,11,44,7,0
2024-09-28,Telangana,Warangal,126,281,111,139,31,13,26,7,7
2024-09-29,Telangana,Warangal,132,256,98,79,79,12,48,9,0
2024-09-30,Telangana,Warangal,133,294,79,89,126,6,18,8,18
2024-10-01,Telangana,Warangal,133,305,83,136,86,13,26,6,6
2024-10-02,Telangana,Warangal,126,291,85,136,70,12,48,6,0
2024-10-03,Telangana,Warangal,147,280,74,114,92,8,24,7,8
2024-10-04,Telangana,Warangal,128,296,91,144,61,14,28,8,3
2024-10-05,Telangana,Warangal,124,274,79,136,59,8,24,7,11
2024-10-06,Telangana,Warangal,126,262,85,79,98,9,36,7,0
2024-10-07,Telangana,Warangal,130,286,93,103,90,5,15,6,8
2024-10-08,Telangana,Warangal,125,261,100,116,45,6,18,7,6
2024-10-09,Telangana,Warangal,145,279,110,127,42,7,28,6,6
2024-10-10,Telangana,Warangal,146,292,93,115,84,6,24,9,9
2024-10-11,Telangana,Warangal,140,273,92,126,55,15,60,9,0
2024-10-12,Telangana,Warangal,129,271,84,89,98,9,36,8,0
2024-10-13,Telangana,Warangal,148,263,95,115,53,10,30,9,3
2024-10-14,Telangana,Warangal,125,260,96,98,66,6,12,7,9
2024-10-15,Telangana,Warangal,149,306,80,99,127,5,20,9,10
2024-10-16,Telangana,Warangal,145,285,89,92,104,7,21,8,11
2024-10-17,Telangana,Warangal,135,273,89,84,100,15,60,9,0
2024-10-18,Telangana,Warangal,129,282,109,103,70,12,36,7,0
2024-10-19,Telangana,Warangal,136,260,72,124,64,11,33,8,0
2024-10-20,Telangana,Warangal,147,266,89,105,72,5,15,6,18
2024-10-21,Telangana,Warangal,138,283,79,120,84,7,21,6,9
2024-10-22,Telangana,Warangal,129,278,70,99,109,14,56,8,0
2024-10-23,Telangana,Warangal,128,292,91,119,82,8,32,8,5
2024-10-24,Telangana,Warangal,135,307,111,104,92,11,22,6,12
2024-10-25,Telangana,Warangal,133,266,86,96,84,13,26,8,4
2024-10-26,Telangana,Warangal,132,289,104,106,79,10,30,6,5
2024-10-27,Telangana,Warangal,137,309,113,108,88,15,30,9,5
2024-10-28,Telangana,Warangal,131,268,99,103,66,12,36,7,0
2024-10-29,Telangana,Warangal,130,308,97,108,103,12,48,7,0
2024-10-30,Telangana,Warangal,135,313,118,146,49,11,33,8,4
2024-10-31,Telangana,Warangal,145,274,96,136,42,9,27,9,3
2024-11-01,Telangana,Warangal,132,312,104,127,81,10,40,6,0
2024-11-02,Telangana,Warangal,151,301,85,108,108,8,32,8,6
2024-11-03,Telangana,Warangal,137,294,117,102,75,12,36,8,0
2024-11-04,Telangana,Warangal,143,279,103,100,76,6,24,9,10
2024-11-05,Telangana,Warangal,149,311,110,94,107,12,48,8,0
2024-11-06,Telangana,Warangal,135,269,105,114,50,5,15,9,10
2024-11-07,Telangana,Warangal,137,272,69,106,97,15,30,9,3
2024-11-08,Telangana,Warangal,152,307,77,139,91,7,21,8,20
2024-11-09,Telangana,Warangal,142,299,116,140,43,7,21,7,8
2024-11-10,Telangana,Warangal,156,316,118,117,81,12,48,8,0
2024-11-11,Telangana,Warangal,145,299,112,103,84,8,24,9,9
2024-11-12,Telangana,Warangal,150,287,76,117,94,14,56,9,0
2024-11-13,Telangana,Warangal,143,286,78,137,71,7,21,9,13
2024-11-14,Telangana,Warangal,150,297,106,104,87,15,60,7,0
2024-11-15,Telangana,Warangal,143,324,123,156,45,10,20,7,14
2024-11-16,Telangana,Warangal,143,301,106,108,87,9,27,7,9
2024-11-17,Telangana,Warangal,150,307,91,111,105,15,30,6,8
2024-11-18,Telangana,Warangal,146,309,93,114,102,6,18,8,17
2024-11-19,Telangana,Warangal,154,295,113,93,89,15,30,7,6
2024-11-20,Telangana,Warangal,158,300,109,136,55,12,24,9,13
2024-11-21,Telangana,Warangal,136,293,81,120,92,6,12,9,20
2024-11-22,Telangana,Warangal,156,286,102,128,56,14,28,8,8
2024-11-23,Telangana,Warangal,145,321,86,141,94,12,36,9,4
2024-11-24,Telangana,Warangal,146,284,101,102,81,5,15,6,23
2024-11-25,Telangana,Warangal,149,318,102,154,62,9,18,6,18
2024-11-26,Telangana,Warangal,142,302,95,148,59,5,20,9,9
2024-11-27,Telangana,Warangal,164,299,78,116,105,14,28,9,7
2024-11-28,Telangana,Warangal,154,327,117,113,97,11,33,9,8
2024-11-29,Telangana,Warangal,156,293,96,109,88,6,18,9,12
2024-11-30,Telangana,Warangal,164,317,113,130,74,8,16,7,14
2024-12-01,Telangana,Warangal,157,321,94,99,128,11,33,8,6
2024-12-02,Telangana,Warangal,146,314,89,149,76,12,36,7,2
2024-12-03,Telangana,Warangal,151,298,98,141,59,7,21,8,18
2024-12-04,Telangana,Warangal,150,342,101,148,93,11,22,8,14
2024-12-05,Telangana,Warangal,152,312,105,123,84,13,39,8,0
2024-12-06,Telangana,Warangal,153,331,108,147,76,13,26,9,8
2024-12-07,Telangana,Warangal,160,334,102,151,81,5,10,9,31
2024-12-08,Telangana,Warangal,160,317,82,104,131,5,20,8,20
2024-12-09,Telangana,Warangal,166,315,115,146,54,7,14,9,28
2024-12-10,Telangana,Warangal,152,349,138,146,65,14,28,7,18
2024-12-11,Telangana,Warangal,148,339,118,112,109,7,21,7,12
2024-12-12,Telangana,Warangal,151,344,135,114,95,6,24,6,21
2024-12-13,Telangana,Warangal,152,313,121,94,98,10,40,6,0
2024-12-14,Telangana,Warangal,167,343,110,159,74,13,39,6,1
2024-12-15,Telangana,Warangal,148,345,123,104,118,8,32,6,11
2024-12-16,Telangana,Warangal,157,310,78,113,119,15,30,9,7
2024-12-17,Telangana,Warangal,157,326,129,135,62,6,24,7,16
2024-12-18,Telangana,Warangal,152,318,104,108,106,15,60,6,0
2024-12-19,Telangana,Warangal,164,331,88,144,99,14,56,7,0
2024-12-20,Telangana,Warangal,164,324,87,113,124,11,44,6,0
2024-12-21,Telangana,Warangal,155,335,122,134,79,13,39,7,3
2024-12-22,Telangana,Warangal,162,358,114,144,100,10,30,7,8
2024-12-23,Telangana,Warangal,171,349,116,154,79,10,40,7,3
2024-12-24,Telangana,Warangal,158,337,134,137,66,9,27,6,16
2024-12-25,Telangana,Warangal,159,345,132,134,79,6,18,8,26
2024-12-26,Telangana,Warangal,176,366,105,151,110,12,36,6,5
2024-12-27,Telangana,Warangal,159,352,136,142,74,15,45,7,0
2024-12-28,Telangana,Warangal,160,361,100,155,106,10,40,7,2
2024-12-29,Telangana,Warangal,156,329,128,121,80,9,18,8,13
2024-12-30,Telangana,Warangal,157,338,95,148,95,6,24,6,14
2024-12-31,Telangana,Warangal,174,350,120,122,108,11,22,7,24
2025-01-01,Telangana,Warangal,182,368,112,162,94,5,15,9,27
2025-01-02,Telangana,Warangal,161,361,104,160,97,14,42,8,2
2025-01-03,Telangana,Warangal,178,344,107,171,66,11,22,8,15
2025-01-04,Telangana,Warangal,174,349,112,105,132,13,26,9,20
2025-01-05,Telangana,Warangal,168,342,106,161,75,11,33,6,6
2025-01-06,Telangana,Warangal,167,333,105,165,63,11,22,8,8
2025-01-07,Telangana,Warangal,180,367,141,132,94,15,30,9,9
2025-01-08,Telangana,Warangal,163,375,147,169,59,14,56,7,0
2025-01-09,Telangana,Warangal,163,373,126,178,69,7,28,8,16
2025-01-10,Telangana,Warangal,176,337,94,156,87,9,36,6,4
2025-01-11,Telangana,Warangal,165,372,127,159,86,13,39,8,8
